Nume,Email,Judet,Telefon,Tip
"BAHNEA",bahnea@cjmures.ro,JUDETUL MURES,,Primarie
"BAIA DE FIER",baiadefierprimaria@yahoo.com,JUDETUL GORJ,,Primarie
"BAICOI",baicoi@prefecturaprahova.ro,JUDETUL PRAHOVA,,Primarie
"BAILESTI",bailesti@cjdolj.ro,JUDETUL DOLJ,,Primarie
"BALA",bala@cjmures.ro,JUDETUL MURES,,Primarie
"BALAUSERI",balauseri@cjmures.ro,JUDETUL MURES,,Primarie
"BALCESTI",balcestivalcea@yahoo.com,JUDETUL VALCEA,,Primarie
"BALTA DOAMNEI",baltadoamnei@prefecturaprahova.ro,JUDETUL PRAHOVA,,Primarie
"BALTESTI",baltesti@prefecturaprahova.ro,JUDETUL PRAHOVA,,Primarie
"BAND",band@cjmures.ro,JUDETUL MURES,,Primarie
"BANLOC",banlocprimarie@yahoo.com,JUDETUL TIMIS,,Primarie
"BAICULESTI",baranescughe_primar_baiculesti@yahoo.com,JUDETUL ARGES,,Primarie
"BARASTI",barasti_vede@yahoo.com,JUDETUL OLT,,Primarie
"BIRCA",barca@cjdolj.ro,JUDETUL DOLJ,,Primarie
"BARCEA",barcea_galati@hotmail.com,JUDETUL GALATI,,Primarie
"BRADUT",bardoc@cosys.ro,JUDETUL COVASNA,,Primarie
"BARSANESTI",barsanesti.primaria@gmail.com,JUDETUL BACAU,,Primarie
"BATOS",batos@cjmures.ro,JUDETUL MURES,,Primarie
"BAZNA",baznaprimaria@yahoo.com,JUDETUL SIBIU,,Primarie
"BECHET",bechet@cjdolj.ro,JUDETUL DOLJ,,Primarie
"BECICHERECU MIC",becicherecumic@yahoo.com,JUDETUL TIMIS,,Primarie
"BEICA DE JOS",beica@cjmures.ro,JUDETUL MURES,,Primarie
"BELETI-NEGRESTI",beleti_negresti@yahoo.com,JUDETUL ARGES,,Primarie
"BENESAT",benesatsj@yahoo.com,JUDETUL SALAJ,,Primarie
"BENGESTI-CIOCADIA",bengesti@yahoo.com,JUDETUL GORJ,,Primarie
"BERCENI",berceniprimaria@yahoo.com,JUDETUL PRAHOVA,,Primarie
"BERENI",bereni@cjmures.ro,JUDETUL MURES,,Primarie
"BERESTI-BISTRITA",berestibistrita@judetbacau.ro,JUDETUL BACAU,,Primarie
"BERESTI-MERIA",berestim@yahoo.com,JUDETUL GALATI,,Primarie
"BEREZENI",berezeniprimaria@yahoo.com,JUDETUL VASLUI,,Primarie
"BERTESTII DE JOS",bertestidejos@yahoo.com,JUDETUL BRAILA,,Primarie
"GENERAL BERTHELOT",berthelot2004@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"BERZASCA",berzeasca_cs@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"BICHIS",bichis@cjmures.ro,JUDETUL MURES,,Primarie
"BISTRET",bistret@cjdolj.ro,JUDETUL DOLJ,,Primarie
"BLEJOI",blejoi@prefecturaprahova.ro,JUDETUL PRAHOVA,,Primarie
"BODOC",bodoc@planet.ro,JUDETUL COVASNA,,Primarie
"BOGATA",bogata@cjmures.ro,JUDETUL MURES,,Primarie
"BOGHICEA",boghiceap@yahoo.com,JUDETUL NEAMT,,Primarie
"BOLDESTI-SCAENI",boldestiscaieni@prefecturaprahova.ro,JUDETUL PRAHOVA,,Primarie
"BOTOSESTI-PAIA",botosesti_paia@cjdolj.ro,JUDETUL DOLJ,,Primarie
"BRABOVA",brabova@cjdolj.ro,JUDETUL DOLJ,,Primarie
"BRADESTI",bradesti@@cjdolj.ro,JUDETUL DOLJ,,Primarie
"BRADESTI",bradesti@astralnet.ro,JUDETUL HARGHITA,,Primarie
"BRAD",bradprim@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"BRALOSTITA",bralostita@cjdolj.ro,JUDETUL DOLJ,,Primarie
"BRATOVOESTI",bratovoesti@cjdolj.ro,JUDETUL DOLJ,,Primarie
"BRAZII",braziiprimaria@yahoo.com,JUDETUL ARAD,,Primarie
"BRAZI",braziprimaria@yahoo.com,JUDETUL PRAHOVA,,Primarie
"BREASTA",breasta@cjdolj.ro,JUDETUL DOLJ,,Primarie
"BREAZA",breaza@cjmures.ro,JUDETUL MURES,,Primarie
"BREAZA",breaza@prefecturaprahova.ro,JUDETUL PRAHOVA,,Primarie
"BRETCU",bretcu@consloc.ro,JUDETUL COVASNA,,Primarie
"BRANCOVENESTI",brincovenesti@cjmures.ro,JUDETUL MURES,,Primarie
"MOVILA MIRESII",brmovilamiresii@yahoo.com,JUDETUL BRAILA,,Primarie
"BUCINISU",bucinisuprimaria@yahoo.com,JUDETUL OLT,,Primarie
"BUCOV",bucov@prefecturaprahova.ro,JUDETUL PRAHOVA,,Primarie
"BUCOVAT",bucovat@cjdolj.ro,JUDETUL DOLJ,,Primarie
"BUCSANI",bucsanigr@yahoo.com,JUDETUL GIURGIU,,Primarie
"BUDACU DE JOS",budacudejos@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"BUJORU",bujoru@gmail.com,JUDETUL TELEORMAN,,Primarie
"BULZESTI",bulzesti@cjdolj.ro,JUDETUL DOLJ,,Primarie
"BUMBESTI-PITIC",bumbestip@yahoo.com,JUDETUL GORJ,,Primarie
"BURJUC",burjucprimaria@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"ZAGRA",buscoiudumitru@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"IANCA",c_ianca@yahoo.com,JUDETUL OLT,,Primarie
"Brașov",cabinet.prefect@prefecturabrasov.ro,Brașov,,Prefectura
"Covasna",cabinetulprefectului@prefecturacv.ro,Covasna,,Prefectura
"CALAFAT",calafat@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CALARASI",calarasi@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CALARASI",calarasi@municipiu.ro,JUDETUL CALARASI,,Primarie
"CALINESTI",calinesti@gmail.com,JUDETUL TELEORMAN,,Primarie
"CALOPAR",calopar@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CALUGARENI",calugareni.primaria@yahoo.com,JUDETUL GIURGIU,,Primarie
"CAMPULUNG",campulung@muscel.ro,JUDETUL ARGES,,Primarie
"București",cancelarie.prefect.ipb@mai.gov.ro,București,,Prefectura
"Constanța",cancelarie@prefecturaconstanta.ro,Constanța,,Prefectura
"Hunedoara",cancelarie@prefecturahunedoara.ro,Hunedoara,,Prefectura
"Ialomița",cancelarie@prefecturaialomita.ro;,Ialomița,,Prefectura
"Ilfov",cancelarie@prefecturailfov.ro,Ilfov,,Prefectura
"CANDESTI",candesti_dambovita@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"CARAULA",caraula@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CARCEA",carcea@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CARNA",carna-dunareni@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CARPEN",carpen@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CASIMCEA",casimceaprimaria@yahoo.com,JUDETUL TULCEA,,Primarie
"CASTELU",casteluprimariacomunei@yahoo.com,JUDETUL CONSTANTA,,Primarie
"CASTRANOVA",castranova@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CATANE",catane@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CELARU",celaru@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CERASU",cerasu@prefecturaprahova.ro,JUDETUL PRAHOVA,,Primarie
"CERAT",cerat@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CERMEI",cermei@xnet.ro,JUDETUL ARAD,,Primarie
"CERNATESTI",cernatesti@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CERNESTI",cernestimm@comunacernesti.ro,JUDETUL MARAMURES,,Primarie
"CERTEZE",certezeprimaria@yahoo.com,JUDETUL SATU MARE,,Primarie
"CETATE",cetate@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CEUASU DE CAMPIE",ceuasu@cjmures.ro,JUDETUL MURES,,Primarie
"CHETANI",chetani@cjmures.ro,JUDETUL MURES,,Primarie
"CHIBED",chibed@cjmures.ro,JUDETUL MURES,,Primarie
"ALBESTI",chicireanu_mioara@yahoo.com,JUDETUL VASLUI,,Primarie
"CHIHERU DE JOS",chiheru@cjmures.ro,JUDETUL MURES,,Primarie
"CHIOCHIS",chiochisprimarie@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"CHIOJDEANCA",chiojdeanca@prefecturaprahova.ro,JUDETUL PRAHOVA,,Primarie
"DUMBRAVENI",chiritag@yahoo.com,JUDETUL VRANCEA,,Primarie
"CREVEDIA",ciocanisteanuelena@gmail.com,JUDETUL DAMBOVITA,,Primarie
"CIORANI",ciorani@prefecturaprahova.ro,JUDETUL PRAHOVA,,Primarie
"CIOROIASI",cioroiasi@cjdolj.ro,JUDETUL DOLJ,,Primarie
"CARJITI",cirjiti@personal.ro,JUDETUL HUNEDOARA,,Primarie
"CARLIGELE",cirligeleprimaria@yahoo.com,JUDETUL VRANCEA,,Primarie
"CIUCUROVA",ciucurova_tl@primariaonline.ro,JUDETUL TULCEA,,Primarie
"CIUMANI",ciumani@hr.astral.ro,JUDETUL HARGHITA,,Primarie
"CIUPERCENII NOI",ciupercenii_noi@cjdolj.ro,JUDETUL DOLJ,,Primarie
"Alba",cjalba@cjalba.ro,Alba,,Consiliu Judetean
"Bistrita Năsăud",cjbn@cjbn.ro,Bistrita Năsăud,,Consiliu Judetean
"Buzău",cjbuzau@cjbuzau.ro,Buzău,,Consiliu Judetean
"Cluj-Napoca",cjc@cjcluj.ro,Cluj-Napoca,,Consiliu Judetean
"Călărași",cjcalarasi@calarasi.ro,Călărași,,Consiliu Judetean
"Caraș-Severin",cjcs@cjcs.ro,Caraș-Severin,,Consiliu Judetean
"Giurgiu",cjg@cjgiurgiu.ro,Giurgiu,,Consiliu Judetean
"Hunedoara",cjh@cjhunedoara.ro,Hunedoara,,Consiliu Judetean
"Ialomița",cji@cicnet.ro,Ialomița,,Consiliu Judetean
"Ilfov",cjilfov@cjilfov.ro,Ilfov,,Consiliu Judetean
"Mureș",cjmures@cjmures.ro,Mureș,,Consiliu Judetean
"Olt",cjolt@cjolt.ro,Olt,,Consiliu Judetean
"Teleorman",cjt@cjteleorman.ro,Teleorman,,Consiliu Judetean
"Timiș",cjt@cjtimis.ro,Timiș,,Consiliu Judetean
"PARGARESTI",cl-pargaresti@yahoo.com,JUDETUL BACAU,,Primarie
"COMANDAU",cl_comandau@yahoo.com,JUDETUL COVASNA,,Primarie
"INDEPENDENTA",cl_independenta_gl@yahoo.com,JUDETUL GALATI,,Primarie
"OINACU",cl_oinacugr@yahoo.com,JUDETUL GIURGIU,,Primarie
"PATULELE",cl_patulele@yahoo.com,JUDETUL MEHEDINTI,,Primarie
"RACACIUNI",cl_racaciuni@yahoo.com,JUDETUL BACAU,,Primarie
"ROATA DE JOS",cl_roatadejos@yahoo.com,JUDETUL GIURGIU,,Primarie
"VEDEA",cl_vedea@yahoo.com,JUDETUL ARGES,,Primarie
"BALA",clbala@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"BALACITA",clbalacita@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"BALTA",clbalta@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"BALVANESTI",clbalvanesti@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"BARCANESTI",clbarcanesti@yahoo.com,JUDETUL IALOMITA,,Primarie
"BACLES",clbicles@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"BARGAUANI",clbirgauani@yahoo.com,JUDETUL NEAMT,,Primarie
"BOLINTIN-DEAL",clbolintindeal@yahoo.com,JUDETUL GIURGIU,,Primarie
"BRANISTEA",clbranistea@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"BREZNITA-OCOL",clbreznita@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"BREZNITA-MOTRU",clbreznitamotru@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"BROSTENI",clbrosteni@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"BULBUCATA",clbulbucatagr@yahoo.com,JUDETUL GIURGIU,,Primarie
"BURILA MARE",clburila@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"BUTOIESTI",clbutoiesti@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"CAZANESTI",clcazanesti@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"CIRESU",clciresu@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"CLEJA",clcleja101@yahoo.com,JUDETUL BACAU,,Primarie
"CLEJANI",clclejanigr@yahoo.com,JUDETUL GIURGIU,,Primarie
"COLIBASI",clcolibasi@yahoo.com,JUDETUL GIURGIU,,Primarie
"CORCOVA",clcorcova@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"CORLATEL",clcorlatel@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"CUJMIR",clcujmir@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"DEVESEL",cldevesel@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"DARVARI",cldirvari@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"DITRAU",clditrau@gmail.com,JUDETUL HARGHITA,,Primarie
"DUBOVA",cldubova@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"SAELELE",clement.2008@yahoo.com,JUDETUL TELEORMAN,,Primarie
"ESELNITA",cleselnita@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"FACAENI",clfacaeni@yahoo.com,JUDETUL IALOMITA,,Primarie
"FILIPESTI",clfilip_bacau@yahoo.com,JUDETUL BACAU,,Primarie
"FLORESTI",clfloresti@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"GAISENI",clgaiseni@yahoo.com,JUDETUL GIURGIU,,Primarie
"GALDA DE JOS",clgalda@yahoo.com,JUDETUL ALBA,,Primarie
"GARLA MARE",clgirlamare@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"GODEANU",clgodeanu@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"GOGOSU",clgogosu@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"GRECI",clgreci@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"GROZESTI",clgrozesti@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"GRUIA",clgruia@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"HINOVA",clhinova@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"HUSNICIOARA",clhusnicioara@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"ILOVAT",clilovat@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"ISVERNA",clisverna@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"IZVORU BARZII",clizvorul@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"JIANA",cljiana@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"LIVEZILE",cllivezile@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"MALOVAT",clmalovat@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"MALU",clmalugr@yahoo.com,JUDETUL GIURGIU,,Primarie
"MARPOD",clmarpod@yahoo.com,JUDETUL SIBIU,,Primarie
"MIHAI BRAVU",clmihaibravu@yahoo.com,JUDETUL GIURGIU,,Primarie
"VISANI",clmvisani@yahoo.com,JUDETUL BRAILA,,Primarie
"OBARSIA DE CAMP",clobarsia@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"OPRISOR",cloprisor@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"PADINA",clpadina@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"PARSCOVENI",clpirscoveni@yahoo.com,JUDETUL OLT,,Primarie
"PODENI",clpodeni@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"POROINA MARE",clporoina@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"PRISTOL",clpristol@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"PUNGHINA",clpunghina@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"ROGOVA",clrogova@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"ROMANESTI",clromanestibt@yahoo.com,JUDETUL BOTOSANI,,Primarie
"SUPUR",cls-supur@clicknet.ro,JUDETUL SATU MARE,,Primarie
"SCHITU",clschitugr@yahoo.com,JUDETUL GIURGIU,,Primarie
"DOBARLAU",clsdobirlau@yahoo.com,JUDETUL COVASNA,,Primarie
"SECUIENI",clsecuieni@hrline.ro,JUDETUL HARGHITA,,Primarie
"SIMIAN",clsimian@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"SIMONESTI",clsimonesti@netter.ro,JUDETUL HARGHITA,,Primarie
"SOVARNA",clsovarna@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"STANGACEAUA",clstangaceaua@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"TANSA",cltansa@yahoo.com,JUDETUL IASI,,Primarie
"TAMNA",cltimna@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"TODIRENI",cltodireni@gmail.com,JUDETUL BOTOSANI,,Primarie
"VANJULET",clvanjulet@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"VEDEA",clvedeagr@yahoo.com,JUDETUL GIURGIU,,Primarie
"VANATORI",clvinatori@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"VLADAIA",clvladaia@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"VRATA",clvrata@sejmh.ro,JUDETUL MEHEDINTI,,Primarie
"MILCOV",cmilcov@yahoo.com,JUDETUL OLT,,Primarie
"COBIA",cobiadambovita@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"COCORASTII COLT",cocorastiicolt@prefecturaprahova.ro,JUDETUL PRAHOVA,,Primarie
"RUNCU",cojocaruaur@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"LOPATARI",com_lopatari@yahoo.com,JUDETUL BUZAU,,Primarie
"SARULESTI",com_sarulesti@yahoo.com,JUDETUL BUZAU,,Primarie
"COMANA",comanaprimaria@yahoo.com,JUDETUL GIURGIU,,Primarie
"COMANESTI",comanestiprimaria@yahoo.com,JUDETUL SUCEAVA,,Primarie
"COMARNA",comarnaiasi@yahoo.com,JUDETUL IASI,,Primarie
"COMARNIC",comarnic@prefecturaprahova.ro,JUDETUL PRAHOVA,,Primarie
"BICAZU ARDELEAN",comlocba@hotmail.com,JUDETUL NEAMT,,Primarie
"PALTINIS",compalprim@yahoo.com,JUDETUL BOTOSANI,,Primarie
"FANTANELE",comuna.fantanele@yahoo.com,JUDETUL TELEORMAN,,Primarie
"BIXAD",comunabixad@yahoo.com,JUDETUL COVASNA,,Primarie
"BOTIZA",comunabotiza@yahoo.com,JUDETUL MARAMURES,,Primarie
"CAIANU MIC",comunacaianumic@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"CERNAT",comunacernat@yahoo.com,JUDETUL COVASNA,,Primarie
"COLONESTI",comunacolonesti@yahoo.com,JUDETUL BACAU,,Primarie
"COZMESTI",comunacozmesti@yahoo.com,JUDETUL IASI,,Primarie
"GHIDFALAU",comunaghidfalau@yahoo.com,JUDETUL COVASNA,,Primarie
"HARSENI",comunaharseni@yahoo.com,JUDETUL BRASOV,,Primarie
"MACIUCA",comunamaciuca@yahoo.com,JUDETUL VALCEA,,Primarie
"ONCESTI",comunaoncesti@yahoo.com,JUDETUL BACAU,,Primarie
"RUSANESTI",comunarusanesti@yahoo.com,JUDETUL OLT,,Primarie
"SURDILA-GRECI",comunasurdilagreci@yahoo.com,JUDETUL BRAILA,,Primarie
"TRAIAN",comunatraian@yahoo.com,JUDETUL BACAU,,Primarie
"TRAIAN VUIA",comunatraianvuia@yahoo.com,JUDETUL TIMIS,,Primarie
"ULIES",comunaulies@yahoo.com,JUDETUL HARGHITA,,Primarie
"URZICENI",comunaurziceni@yahoo.com,JUDETUL SATU MARE,,Primarie
"PLOIESTI",comunicare@ploiesti.ro,JUDETUL PRAHOVA,,Primarie
"OITUZ",con_oituz@compnet.ro,JUDETUL BACAU,,Primarie
"Galați",conducere@cjgalati.ro,Galați,,Consiliu Judetean
"CONOP",conop_ar@primariaonline.ro,JUDETUL ARAD,,Primarie
"Neamț",cons.judetean@cjneamt.ro,Neamț,,Consiliu Judetean
"LELICENI",cons.leliceni@freemail.hu,JUDETUL HARGHITA,,Primarie
"PADURENI",cons.local_padureni@yahoo.com,JUDETUL VASLUI,,Primarie
"Prahova",cons_jud@cjph.ro,Prahova,,Consiliu Judetean
"COTOFANESTI",cons_loc_cotofanesti@yahoo.com,JUDETUL BACAU,,Primarie
"CETATENI",conscetateni@gmail.com,JUDETUL ARGES,,Primarie
"DARJIU",consdarj@kabelkon.ro,JUDETUL HARGHITA,,Primarie
"GALAUTAS",consgalautas@clicknet.ro,JUDETUL HARGHITA,,Primarie
"Botoșani",consiliu@cjbotosani.ro,Botoșani,,Consiliu Judetean
"Brăila",consiliu@cjbraila.ro,Brăila,,Consiliu Judetean
"Vâlcea",consiliu@cjvalcea.ro,Vâlcea,,Consiliu Judetean
"Vaslui",consiliu@cjvs.eu,Vaslui,,Consiliu Judetean
"Arad",consiliul@cjarad.ro,Arad,,Consiliu Judetean
"BRAESTI",consiliul_braesti@yahoo.com,JUDETUL BOTOSANI,,Primarie
"DOROBANTU",consiliul_dorobantu@yahoo.com,JUDETUL TULCEA,,Primarie
"IZVOARELE",consiliul_local_izvoarele@yahoo.com,JUDETUL OLT,,Primarie
"IBANESTI",consiliulibanesti@yahoo.com,JUDETUL BOTOSANI,,Primarie
"LIVEZI",consiliullivezi@yahoo.com,JUDETUL BACAU,,Primarie
"LEHLIU GARA",consiliullocal@yahoo.com,JUDETUL CALARASI,,Primarie
"ORBENI",consiliullocal_orbeni@yahoo.com,JUDETUL BACAU,,Primarie
"ULMENI",consiliullocal_ulmeni@yahoo.com,JUDETUL MARAMURES,,Primarie
"VALEA SEACA",consiliullocal_valeaseaca@yahoo.com,JUDETUL BACAU,,Primarie
"AMARA",consiliullocalamara@yahoo.com,JUDETUL IALOMITA,,Primarie
"BANEASA",consiliullocalbaneasa@yahoo.com,JUDETUL GALATI,,Primarie
"NEGRESTI",consiliullocalnegresti@gmail.com,JUDETUL VASLUI,,Primarie
"ROSIORI",consiliullocalrosiori@yahoo.com,JUDETUL IALOMITA,,Primarie
"VOINESTI",consiliullocalvoinesti@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"ZEMES",consiliullocalzemes@yahoo.com,JUDETUL BACAU,,Primarie
"MOINESTI",consiliulocal@moinesti.ro,JUDETUL BACAU,,Primarie
"RAUSENI",consiliulrauseni1@yahoo.com,JUDETUL BOTOSANI,,Primarie
"SONA",consiliulsona@yahoo.com,JUDETUL ALBA,,Primarie
"Dâmbovița",consjdb@cjd.ro,Dâmbovița,,Consiliu Judetean
"Constanța",consjud@cjc.ro,Constanța,,Consiliu Judetean
"Gorj",consjud@cjgorj.ro,Gorj,,Consiliu Judetean
"ILOVITA",conslocalilovita@artelecom.net,JUDETUL MEHEDINTI,,Primarie
"FELICENI",conslocfeliceni@gmail.com,JUDETUL HARGHITA,,Primarie
"PASTRAVENI",conslocpastraveni@yahoo.com,JUDETUL NEAMT,,Primarie
"PORUMBENI",consporumbeni@freemail.hu,JUDETUL HARGHITA,,Primarie
"VARFURILE",consvarfurile@clicknet.ro,JUDETUL ARAD,,Primarie
"UNGURENI",contabil.ungureni@clbc.ro,JUDETUL BACAU,,Primarie
"BARSANA",contabilitate.birsana@gmail.com,JUDETUL MARAMURES,,Primarie
"Dolj",contact@cjdolj.ro,Dolj,,Consiliu Judetean
"Suceava",contact@cjsuceava.ro,Suceava,,Consiliu Judetean
"Vrancea",contact@cjvrancea.ro,Vrancea,,Consiliu Judetean
"DASCALU",contact@comunadascalu.ro,JUDETUL ILFOV,,Primarie
"FOIENI",contact@consiliullocalfoieni.ro,JUDETUL SATU MARE,,Primarie
"FRUMUSENI",contact@frumuseni.ro,JUDETUL ARAD,,Primarie
"MERA",contact@mera.primarievn.ro,JUDETUL VRANCEA,,Primarie
"POIENILE DE SUB MUNTE",contact@poieni.ro,JUDETUL MARAMURES,,Primarie
"Iași",contact@prefecturaiasi.ro,Iași,,Prefectura
"Satu Mare",contact@prefecturasatumare.ro,Satu Mare,,Prefectura
"Timiș",contact@prefecturatimis.ro,Timiș,,Prefectura
"BABADAG",contact@primaria-babadag.ro,JUDETUL TULCEA,,Primarie
"LUMINA",contact@primaria-lumina.ro,JUDETUL CONSTANTA,,Primarie
"NICOLAE BALCESCU",contact@primaria-nicolae-balcescu.ro,JUDETUL BACAU,,Primarie
"TUNARI",contact@primaria-tunari.ro,JUDETUL ILFOV,,Primarie
