Nume,Email,Judet,Telefon,Tip
VADU MOTILOR,vadumotilor@yahoo.com,Alba,,Primarie Comuna
VALEA LUNGA,primariavalealunga@yahoo.com,Alba,,Primarie Comuna
VIDRA,primaria_vidra_ab@yahoo.com,Alba,,Primarie Comuna
VINTU DE JOS,primaria.vint@yahoo.com,Alba,,Primarie Comuna
MUNICIPIUL ARAD,pma@primariaarad.ro,Arad,,Primarie Municipiu
ORAS CHISINEU-CRIS,primariachcris@yahoo.com,Arad,,Primarie Oras
ORAS CURTICI,secretariat@primariacurtici.ro,Arad,,Primarie Oras
ORAS PANCOTA,primariapancota@artelecom.net,Arad,,Primarie Oras
ORAS PECICA,lex.pecica@upcmail.ro,Arad,,Primarie Oras
ORAS SEBIS,primariasebis@yahoo.com,Arad,,Primarie Oras
ARCHIS,primariaarchis@yahoo.com,Arad,,Primarie Comuna
BARSA,primariabirsa@yahoo.com,Arad,,Primarie Comuna
BARZAVA,primariabarzava@clicknet.net,Arad,,Primarie Comuna
BATA,papucb.contabil@gmail.com,Arad,,Primarie Comuna
BELIU,primariabeliu@gmail.com,Arad,,Primarie Comuna
BIRCHIS,primariabirchis@yahoo.com,Arad,,Primarie Comuna
BOCSIG,primariabocsig@yahoo.com,Arad,,Primarie Comuna
BRAZII,braziiprimaria@yahoo.com,Arad,,Primarie Comuna
BUTENI,primariabuteni@yahoo.com,Arad,,Primarie Comuna
CARAND,primariacarand@yahoo.com,Arad,,Primarie Comuna
CERMEI,cermei@xnet.ro,Arad,,Primarie Comuna
CHISINDIA,primariachisindia@yahoo.com,Arad,,Primarie Comuna
CONOP,conop_ar@primariaonline.ro,Arad,,Primarie Comuna
COVASINT,primariacovasint@gmail.com,Arad,,Primarie Comuna
CRAIVA,primariacraiva@artelecom.net,Arad,,Primarie Comuna
DEZNA,primariadezna@artelecom.net,Arad,,Primarie Comuna
DIECI,primariadieci@artelecom.net,Arad,,Primarie Comuna
DOROBANTI,primaria.dorobanti@gmail.com,Arad,,Primarie Comuna
FANTINELE,primaria.fatanele@yahoo.com,Arad,,Primarie Comuna
FELNAC,primariafelnac@yahoo.com,Arad,,Primarie Comuna
FRUMUSENI,contact@frumuseni.ro,Arad,,Primarie Comuna
GHIOROC,primariaghioroc@clicknet.ro,Arad,,Primarie Comuna
GURAHONT,primariagurahont@yahoo.com,Arad,,Primarie Comuna
HALMAGEL,primariahalmagel@artelecom.net,Arad,,Primarie Comuna
HALMAGIU,primariahalmagiu@yahoo.com,Arad,,Primarie Comuna
IGNESTI,primaria.ignesti@yahoo.com,Arad,,Primarie Comuna
MACEA,primaria.macea@gmail.com,Arad,,Primarie Comuna
MISCA,primaria_misca@yahoo.com,Arad,,Primarie Comuna
MONEASA,primariamoneasa@clicknet.ro,Arad,,Primarie Comuna
OLARI,primaria_olari@yahoo.com,Arad,,Primarie Comuna
PAULIS,primariapaulis@gmail.com,Arad,,Primarie Comuna
PEREGU MARE,primariaperegumare@yahoo.com,Arad,,Primarie Comuna
PETRIS,primariapetris@yahoo.com,Arad,,Primarie Comuna
PILU,primariapilu69@artelecom.net,Arad,,Primarie Comuna
PLESCUTA,primariaplescuta@yahoo.com,Arad,,Primarie Comuna
SAVARSIN,primariasavarsin@yahoo.com,Arad,,Primarie Comuna
SEITIN,primariaseitin@artelecom.net,Arad,,Primarie Comuna
SELEUS,primseleus@clicknet.ro,Arad,,Primarie Comuna
SEMLAC,primaria@semlac.ro,Arad,,Primarie Comuna
SEPREUS,primariasepreus@artelecom.net,Arad,,Primarie Comuna
SICULA,primariasicula@clicknet.ro,Arad,,Primarie Comuna
SILINDIA,primariasilindia@clicknet.ro,Arad,,Primarie Comuna
SIMAND,info@simand.org,Arad,,Primarie Comuna
SINTEA MARE,primsm2003@yahoo.com,Arad,,Primarie Comuna
SIRIA,primariasiria@yahoo.com,Arad,,Primarie Comuna
SISTAROVAT,prim_sistarovat@yahoo.com,Arad,,Primarie Comuna
SOFRONEA,primaria_sofronea@yahoo.com,Arad,,Primarie Comuna
TARNOVA,primariatirnova@yahoo.com,Arad,,Primarie Comuna
TAUT,primariataut@gmail.com,Arad,,Primarie Comuna
USUSAU,primariaususau@gmail.com,Arad,,Primarie Comuna
VARADIA DE MURES,primaria_varadia@yahoo.com,Arad,,Primarie Comuna
VARFURILE,consvarfurile@clicknet.ro,Arad,,Primarie Comuna
VINGA,primariavinga@clicknet.ro,Arad,,Primarie Comuna
ZABRANI,primariazabrani@yahoo.com,Arad,,Primarie Comuna
ZADARENI,primariazadareni@yahoo.com,Arad,,Primarie Comuna
ZERIND,primariazerind@yahoo.com,Arad,,Primarie Comuna
ZIMANDU NOU,primariazimandulnou@yahoo.com,Arad,,Primarie Comuna
MUNICIPIUL PITESTI,primaria@primariapitesti.ro,Arges,,Primarie Municipiu
MUNICIPIUL CAMPULUNG,campulung@muscel.ro,Arges,,Primarie Municipiu
MUNICIPIUL CURTEA DE ARGES,primariacurteadearges@yahoo.com,Arges,,Primarie Municipiu
ORAS COSTESTI,primaria@primariacostestiag.ro,Arges,,Primarie Oras
ORAS MIOVENI,primariamioveni@primariamioveni.ro,Arges,,Primarie Oras
ORAS TOPOLOVENI,primarie@topoloveni.cjarges.ro,Arges,,Primarie Oras
ALBESTII DE ARGES,primaria_albestiidearges@yahoo.com,Arges,,Primarie Comuna
ALBESTII DE MUSCEL,primariaalbesti@yahoo.com,Arges,,Primarie Comuna
AREFU,primaria.arefu@yahoo.com,Arges,,Primarie Comuna
BABANA,primariababana@yahoo.com,Arges,,Primarie Comuna
BAICULESTI,baranescughe_primar_baiculesti@yahoo.com,Arges,,Primarie Comuna
BALILESTI,primaria_balilesti@yahoo.com,Arges,,Primarie Comuna
BARLA,primariabirla@yahoo.com,Arges,,Primarie Comuna
BASCOV,primariabascov@yahoo.com,Arges,,Primarie Comuna
BELETI-NEGRESTI,beleti_negresti@yahoo.com,Arges,,Primarie Comuna
BOGATI,primariabogati@yahoo.com,Arges,,Primarie Comuna
BOTENI,primariaboteniarges@yahoo.com,Arges,,Primarie Comuna
BRADULET,primaria_bradulet@yahoo.com,Arges,,Primarie Comuna
BUDEASA,primariabudeasa@personal.ro,Arges,,Primarie Comuna
BUGHEA DE JOS,primariabugheadejos@yahoo.com,Arges,,Primarie Comuna
BUGHEA DE SUS,primarie_primariabughea@yahoo.com,Arges,,Primarie Comuna
BUZOESTI,primariebuzoesti@yahoo.com,Arges,,Primarie Comuna
CALINESTI,primarie@calinesti.cjarges.ro,Arges,,Primarie Comuna
CATEASCA,primarie@cateasca.cjarges.ro,Arges,,Primarie Comuna
CETATENI,conscetateni@gmail.com,Arges,,Primarie Comuna
CIOFRANGENI,primaria@ciofrangeni.cjarges.ro,Arges,,Primarie Comuna
CORBENI,primaria_corbeni@yahoo.com,Arges,,Primarie Comuna
CORBI,primariacorbi@yahoo.com,Arges,,Primarie Comuna
CUCA,primariacucaag@yahoo.com,Arges,,Primarie Comuna
DAVIDESTI,primaria_davidesti@yahoo.com,Arges,,Primarie Comuna
DOBRESTI,primaria_dobresti_ag@yahoo.com,Arges,,Primarie Comuna
DOMNESTI,primariadomnesti@yahoo.com,Arges,,Primarie Comuna
DRAGANU,primariadraganu@yahoo.com,Arges,,Primarie Comuna
DRAGOSLAVELE,primaria@dragoslavele.ro,Arges,,Primarie Comuna
HARSESTI,prim_hirsesti@yahoo.com,Arges,,Primarie Comuna
HARTIESTI,hepenetgabi@yahoo.com,Arges,,Primarie Comuna
IZVORU,primaria_izvoru@yahoo.com,Arges,,Primarie Comuna
LEORDENI,primarieleordeni@yahoo.com,Arges,,Primarie Comuna
LUNCA CORBULUI,primaria_lunca_corbului@yahoo.com,Arges,,Primarie Comuna
MALURENI,primariamalureni@yahoo.com,Arges,,Primarie Comuna
MIHAESTI,primariamihaesti@yahoo.com,Arges,,Primarie Comuna
MIOARELE,primarie@mioarele.cjarges.ro,Arges,,Primarie Comuna
MORARESTI,primarie@moraresti.cjarges.ro,Arges,,Primarie Comuna
MOSOAIA,primaria_mosoaia@yahoo.com,Arges,,Primarie Comuna
MOZACENI,primariamozaceni@yahoo.com,Arges,,Primarie Comuna
MUSATESTI,musatesti_primarie@yahoo.com,Arges,,Primarie Comuna
NEGRASI,steliana.croitoru@negrasi.cjarges.ro,Arges,,Primarie Comuna
NUCSOARA,primaria_nucsoara@yahoo.com,Arges,,Primarie Comuna
PIETROSANI,prim1pietr@yahoo.com,Arges,,Primarie Comuna
POIANA LACULUI,primaria.placului@yahoo.com,Arges,,Primarie Comuna
PRIBOIENI,primariacomuneipriboieni@yahoo.com,Arges,,Primarie Comuna
RATESTI,primariaratesti@yahoo.com,Arges,,Primarie Comuna
ROCIU,primaria.rociu@yahoo.com,Arges,,Primarie Comuna
SCHITU GOLESTI,primarie@schitug.cjarges.ro,Arges,,Primarie Comuna
STOENESTI,primarie@stoenesti.cjarges.ro,Arges,,Primarie Comuna
SUSENI,iulica.din@suseni.cjarges.ro,Arges,,Primarie Comuna
TITESTI,primariatitesti@yahoo.com,Arges,,Primarie Comuna
UDA,primaria_uda@yahoo.com,Arges,,Primarie Comuna
VALEA DANULUI,primar@valeadanului.cjarges.ro,Arges,,Primarie Comuna
VALEA IASULUI,primaria_viasului@yahoo.com,Arges,,Primarie Comuna
VALEA MARE PRAVAT,primariavaleamarepravat@yahoo.fr,Arges,,Primarie Comuna
VEDEA,cl_vedea@yahoo.com,Arges,,Primarie Comuna
VULTURESTI,primariavulturestiag@yahoo.com,Arges,,Primarie Comuna
MUNICIPIUL BACAU,contactprimarie@primariabacau.ro,Bacau,,Primarie Municipiu
MUNICIPIUL MOINESTI,consiliulocal@moinesti.ro,Bacau,,Primarie Municipiu
MUNICIPIUL ONESTI,secretar@onesti.ro,Bacau,,Primarie Municipiu
ORAS BUHUSI,primariabuhusi@yahoo.com,Bacau,,Primarie Oras
ORAS COMANESTI,relatiipublice@primariacomanesti.ro,Bacau,,Primarie Oras
ORAS DARMANESTI,primaria_darmanesti@yahoo.com,Bacau,,Primarie Oras
ORAS SLANIC MOLDOVA,primaria_sl@yahoo.com,Bacau,,Primarie Oras
ORAS TARGU OCNA,primaria@tirguocna.ro,Bacau,,Primarie Oras
AGAS,primariaagas@yahoo.com,Bacau,,Primarie Comuna
ARDEOANI,primariaardeoani@yahoo.com,Bacau,,Primarie Comuna
ASAU,primaria_asau@yahoo.com,Bacau,,Primarie Comuna
BALCANI,primariabalcani@yahoo.com,Bacau,,Primarie Comuna
BARSANESTI,barsanesti.primaria@gmail.com,Bacau,,Primarie Comuna
BERESTI-BISTRITA,berestibistrita@judetbacau.ro,Bacau,,Primarie Comuna
BERESTI-TAZLAU,primariaberesti_tazlau@yahoo.com,Bacau,,Primarie Comuna
BERZUNTI,primariaberzunti@yahoo.com,Bacau,,Primarie Comuna
BLAGESTI,Primaria_blagesti@yahoo.com,Bacau,,Primarie Comuna
BOGDANESTI,primariabogdanesti@easynet.ro,Bacau,,Primarie Comuna
BRUSTUROASA,primariabrusturoasa@yahoo.com,Bacau,,Primarie Comuna
BUCIUMI,primariabuciumicontab@yahoo.com,Bacau,,Primarie Comuna
BUHOCI,primaria_buhoci@yahoo.com,Bacau,,Primarie Comuna
CAIUTI,primariacaiuti@yahoo.com,Bacau,,Primarie Comuna
CASIN,Primaria_casin@yahoo.com,Bacau,,Primarie Comuna
CLEJA,clcleja101@yahoo.com,Bacau,,Primarie Comuna
COLONESTI,comunacolonesti@yahoo.com,Bacau,,Primarie Comuna
CORBASCA,corbasca@judetbacau.ro,Bacau,,Primarie Comuna
COTOFANESTI,cons_loc_cotofanesti@yahoo.com,Bacau,,Primarie Comuna
DAMIENESTI,primaria.damienesti@yahoo.com,Bacau,,Primarie Comuna
DEALU MORII,primarie@dealumorii.ro,Bacau,,Primarie Comuna
DOFTEANA,pdofteana@yahoo.com,Bacau,,Primarie Comuna
FARAOANI,faraoani@judetbacau.ro,Bacau,,Primarie Comuna
FILIPENI,prfilipeni@yahoo.com,Bacau,,Primarie Comuna
FILIPESTI,clfilip_bacau@yahoo.com,Bacau,,Primarie Comuna
GAICEANA,gaiceana@yahoo.com,Bacau,,Primarie Comuna
GARLENI,Primaria.girleni@yahoo.com,Bacau,,Primarie Comuna
GHIMES-FAGET,primariagf@yahoo.com,Bacau,,Primarie Comuna
GIOSENI,primariagioseni@yahoo.com,Bacau,,Primarie Comuna
GLAVANESTI,primarie@glavanesti.ro,Bacau,,Primarie Comuna
GURA VAII,primariaguravaii@yahoo.com,Bacau,,Primarie Comuna
HELEGIU,primariahelegiu@yahoo.com,Bacau,,Primarie Comuna
HEMEIUS,contact@primariahemeius.ro,Bacau,,Primarie Comuna
HORGESTI,Primaria.horgesti@yahoo.com,Bacau,,Primarie Comuna
HURUIESTI,primariahuruiesti@yahoo.com,Bacau,,Primarie Comuna
ITESTI,primariaitesti@gmail.com,Bacau,,Primarie Comuna
IZVORU BERHECIULUI,secretar@comunaizvoruberheciului.ro,Bacau,,Primarie Comuna
LETEA VECHE,primarialeteaveche@yahoo.com,Bacau,,Primarie Comuna
LIPOVA,primarialipovabc@gmail.com,Bacau,,Primarie Comuna
LIVEZI,consiliullivezi@yahoo.com,Bacau,,Primarie Comuna
LUIZI-CALUGARA,primarialuizicalugara@yahoo.com,Bacau,,Primarie Comuna
MAGIRESTI,primariamagiresti@yahoo.com,Bacau,,Primarie Comuna
MAGURA,primariamagurabacau@yahoo.com,Bacau,,Primarie Comuna
MANASTIREA CASIN,manastireacasin@tim.ro,Bacau,,Primarie Comuna
MOTOSENI,primariamotoseni@yahoo.com,Bacau,,Primarie Comuna
NEGRI,primarie@primarianegri.judetbacau.ro,Bacau,,Primarie Comuna
NICOLAE BALCESCU,contact@primaria-nicolae-balcescu.ro,Bacau,,Primarie Comuna
ODOBESTI,odobesti_bc@yahoo.com,Bacau,,Primarie Comuna
OITUZ,con_oituz@compnet.ro,Bacau,,Primarie Comuna
ONCESTI,comunaoncesti@yahoo.com,Bacau,,Primarie Comuna
ORBENI,consiliullocal_orbeni@yahoo.com,Bacau,,Primarie Comuna
PALANCA,primariapalanca@yahoo.com,Bacau,,Primarie Comuna
PANCESTI,primariapancesti@yahoo.com,Bacau,,Primarie Comuna
PARAVA,Primaria_parava@yahoo.com,Bacau,,Primarie Comuna
PARGARESTI,cl-pargaresti@yahoo.com,Bacau,,Primarie Comuna
PARINCEA,Primaria.parincea@yahoo.com,Bacau,,Primarie Comuna
PARJOL,primaria_parjol@yahoo.com,Bacau,,Primarie Comuna
PLOPANA,primaria@comunaplopana.ro,Bacau,,Primarie Comuna
PODU TURCULUI,primarie@poduturcului.ro,Bacau,,Primarie Comuna
PODURI,autoritatealocala@yahoo.com,Bacau,,Primarie Comuna
PRAJESTI,primariaprajesti@yahoo.com,Bacau,,Primarie Comuna
RACACIUNI,cl_racaciuni@yahoo.com,Bacau,,Primarie Comuna
RACHITOASA,primaria.rachitoasa@yahoo.com,Bacau,,Primarie Comuna
RACOVA,primaria_comunei_racova@yahoo.com,Bacau,,Primarie Comuna
ROSIORI,primaria@comunarosiori.ro,Bacau,,Primarie Comuna
SANDULENI,primariasanduleni@yahoo.com,Bacau,,Primarie Comuna
SARATA,reliaamelia@yahoo.com,Bacau,,Primarie Comuna
SASCUT,primariasascut@yahoo.com,Bacau,,Primarie Comuna
SAUCESTI,primariasaucesti@gmail.com,Bacau,,Primarie Comuna
SCORTENI,primariascorteni@easynet.ro,Bacau,,Primarie Comuna
SECUIENI,secretarxx@yahoo.com,Bacau,,Primarie Comuna
SOLONT,primaria@comunasolont.ro,Bacau,,Primarie Comuna
STRUGARI,primaria.strugari@yahoo.com,Bacau,,Primarie Comuna
TAMASI,primariatamasi@yahoo.com,Bacau,,Primarie Comuna
TARGU TROTUS,primariatg.trotus@yahoo.com,Bacau,,Primarie Comuna
TATARASTI,primariatatarasti@yahoo.com,Bacau,,Primarie Comuna
TRAIAN,comunatraian@yahoo.com,Bacau,,Primarie Comuna
UNGURENI,contabil.ungureni@clbc.ro,Bacau,,Primarie Comuna
URECHESTI,primarie@primaria-urechesti.ro,Bacau,,Primarie Comuna
VALEA SEACA,consiliullocal_valeaseaca@yahoo.com,Bacau,,Primarie Comuna
VULTURENI,primariavultureni@easynet.ro,Bacau,,Primarie Comuna
ZEMES,consiliullocalzemes@yahoo.com,Bacau,,Primarie Comuna
MUNICIPIUL ORADEA,primarie@oradea.ro,Bihor,,Primarie Municipiu
MUNICIPIUL BEIUS,primaria.beius@cjbihor.ro,Bihor,,Primarie Municipiu
MUNICIPIUL MARGHITA,primaria@marghita.ro,Bihor,,Primarie Municipiu
MUNICIPIUL SALONTA,primsal@rdslink.ro,Bihor,,Primarie Municipiu
ORAS ALESD,primaria.alesd@cjbihor.ro,Bihor,,Primarie Oras
ORAS NUCET,primaria.nucet@cjbihor.ro,Bihor,,Primarie Oras
ORAS SACUENI,primaria.sacueni@cjbihor.ro,Bihor,,Primarie Oras
ORAS STEI,primaria.stei@cjbihor.ro,Bihor,,Primarie Oras
ORAS VALEA LUI MIHAI,primaria.valealuimihai@cjbihor.ro,Bihor,,Primarie Oras
ORAS VASCAU,primaria_vascau@yahoo.com,Bihor,,Primarie Oras
ABRAM,primaria.abram@cjbihor.ro,Bihor,,Primarie Comuna
ABRAMUT,primaria.abramut@cjbihor.ro,Bihor,,Primarie Comuna
ASTILEU,primaria.astileu@cjbihor.ro,Bihor,,Primarie Comuna
AUSEU,primaria.auseu@cjbihor.ro,Bihor,,Primarie Comuna
AVRAM IANCU,primaria.avramiancu@cjbihor.ro,Bihor,,Primarie Comuna
BALC,primaria.balc@cjbihor.ro,Bihor,,Primarie Comuna
BATAR,primariabatar@yahoo.com,Bihor,,Primarie Comuna
BIHARIA,secretariat@comunabiharia.ro,Bihor,,Primarie Comuna
BOIANU MARE,primaria.boianumare@cjbihor.ro,Bihor,,Primarie Comuna
BOROD,primaria_borod@yahoo.com,Bihor,,Primarie Comuna
BORS,primaria.bors@cjbihor.ro,Bihor,,Primarie Comuna
BRATCA,primaria.bratca@cjbihor.ro,Bihor,,Primarie Comuna
BRUSTURI,primaria.brusturi@cjbihor.ro,Bihor,,Primarie Comuna
BUDUREASA,primaria.budureasa@cjbihor.ro,Bihor,,Primarie Comuna
BUDUSLAU,primaria.buduslau@cjbihor.ro,Bihor,,Primarie Comuna
BULZ,primaria.bulz@cjbihor.ro,Bihor,,Primarie Comuna
BUNTESTI,primaria.buntesti@cjbihor.ro,Bihor,,Primarie Comuna
CABESTI,primaria.cabesti@cjbihor.ro,Bihor,,Primarie Comuna
CAMPANI,primariacimpani@yahoo.com,Bihor,,Primarie Comuna
CAPALNA,primaria.capilna@cjbihor.ro,Bihor,,Primarie Comuna
CARPINET,primaria.carpinet@cjbihor.ro,Bihor,,Primarie Comuna
CEFA,primaria.cefa@cjbihor.ro,Bihor,,Primarie Comuna
CEICA,primaria.ceica@cjbihor.ro,Bihor,,Primarie Comuna
CETARIU,primaria.cetariu@cjbihor.ro,Bihor,,Primarie Comuna
CHERECHIU,primaria.cherechiu@cjbihor.ro,Bihor,,Primarie Comuna
CHISLAZ,primaria.chislaz@cjbihor.ro,Bihor,,Primarie Comuna
CIUHOI,primaria.ciuhoi@cjbihor.ro,Bihor,,Primarie Comuna
CIUMEGHIU,primaria_ciumeghiu@yahoo.com,Bihor,,Primarie Comuna
COCIUBA MARE,primaria.cociubamare@cjbihor.ro,Bihor,,Primarie Comuna
COPACEL,primaria.copacel@cjbihor.ro,Bihor,,Primarie Comuna
CRISTIORU DE JOS,primariacristioru@yahoo.com,Bihor,,Primarie Comuna
CURATELE,primaria.curatele@cjbihor.ro,Bihor,,Primarie Comuna
CURTUISENI,primaria.curtuiseni@cjbihor.ro,Bihor,,Primarie Comuna
DERNA,primaria_derna@yahoo.com,Bihor,,Primarie Comuna
DIOSIG,primaria.diosig@cjbihor.ro,Bihor,,Primarie Comuna
DOBRESTI,prim.dobresti@yahoo.com,Bihor,,Primarie Comuna
DRAGANESTI,primaria.draganesti@cjbihor.ro,Bihor,,Primarie Comuna
DRAGESTI,primaria.dragesti@cjbihor.ro,Bihor,,Primarie Comuna
FINIS,primaria.finis@cjbihor.ro,Bihor,,Primarie Comuna
GEPIU,primaria.gepiu@yahoo.com,Bihor,,Primarie Comuna
GIRISU DE CRIS,primaria.girisudecris@cjbihor.ro,Bihor,,Primarie Comuna
HIDISELU DE SUS,primaria.hidiseludesus@cjbihor.ro,Bihor,,Primarie Comuna
HOLOD,primaria.holod@cjbihor.ro,Bihor,,Primarie Comuna
HUSASAU DE TINCA,primaria.husasaudetinca@cjbihor.ro,Bihor,,Primarie Comuna
INEU,primariaineu@yahoo.com,Bihor,,Primarie Comuna
LAZARENI,primaria.lazareni@cjbihor.ro,Bihor,,Primarie Comuna
LAZURI DE BEIUS,primaria.lazuridebeius@cjbihor.ro,Bihor,,Primarie Comuna
LUGASU DE JOS,primaria.lugasudejos@cjbihor.ro,Bihor,,Primarie Comuna
LUNCA,primarialunca@yahoo.com,Bihor,,Primarie Comuna
MADARAS,primaria.madaras@cjbihor.ro,Bihor,,Primarie Comuna
MAGESTI,primaria.magesti@cjbihor.ro,Bihor,,Primarie Comuna
NOJORID,primaria.nojorid@cjbihor.ro,Bihor,,Primarie Comuna
OLCEA,primaria.olcea@cjbihor.ro,Bihor,,Primarie Comuna
OSORHEI,primaria.osorhei@cjbihor.ro,Bihor,,Primarie Comuna
PALEU,primaria@paleu.ro,Bihor,,Primarie Comuna
PIETROASA,primaria.pietroasa@cjbihor.ro,Bihor,,Primarie Comuna
POCOLA,primariapocola@clicknet.ro,Bihor,,Primarie Comuna
POPESTI,primariapopestibihor@yahoo.com,Bihor,,Primarie Comuna
RABAGANI,primaria.rabagani@cjbihor.ro,Bihor,,Primarie Comuna
REMETEA,primaria_remetea@yahoo.com,Bihor,,Primarie Comuna
RIENI,primaria_rieni@yahoo.com,Bihor,,Primarie Comuna
ROSIA,primaria_rosia2007@yahoo.com,Bihor,,Primarie Comuna
ROSIORI,primaria.rosiori@cjbihor.ro,Bihor,,Primarie Comuna
SACADAT,primaria.sacadat@cjbihor.ro,Bihor,,Primarie Comuna
SALACEA,primaria.salacea@cjbihor.ro,Bihor,,Primarie Comuna
SALARD,primaria.salard@cjbihor.ro,Bihor,,Primarie Comuna
